item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales
7.725,1,0.047743194,3,248.3092,1987,0,2,1,6474.2393
12.857645,1,0.0,6,115.3492,1985,1,2,3,3823.0237
5.485,1,0.07155777,8,165.7842,1998,1,2,0,165.7842
13.15,1,0.15510562,9,157.2604,1998,1,2,0,316.9208
7.26,1,0.014505108,10,118.415,2007,1,1,1,1747.725
10.5,2,0.09390964,13,213.7244,1999,1,0,1,4022.7637
19.5,2,0.07715773,14,232.4958,2004,2,1,1,2804.3496
12.857645,1,0.094957076,13,143.5154,1985,2,0,0,567.2616
12.857645,3,0.072486326,3,78.9986,1985,1,2,3,2259.0593
21.25,1,0.1556948,13,177.637,2002,1,1,1,2999.429
12.857645,1,0.20914266,10,190.953,1985,2,0,0,379.506
14.15,1,0.09529885,14,171.8106,1987,0,2,1,3935.5437
19.7,1,0.03873678,7,127.4362,1997,2,0,1,1510.0344
12.857645,1,0.04400049,8,148.2734,1985,2,0,0,296.9468
13.8,2,0.014720848,3,89.9172,1987,0,2,1,1516.6924
18.35,1,0.09909026,6,94.0462,2004,2,1,1,555.2772
11.3,1,0.047814462,9,179.266,2002,1,1,1,5033.448
8.35,2,0.12706697,5,76.5354,1999,1,0,1,1655.1788
12.65,2,0.076474726,5,191.8846,2007,1,1,1,1146.5076
16.7,2,0.042860027,4,120.3782,2007,1,1,1,1668.4948
5.365,2,0.14103353,12,173.6764,2007,1,1,1,858.882
6.52,1,0.044607162,3,164.2842,1997,2,0,1,2818.3313
14.0,1,0.04128336,15,182.4634,2004,2,1,1,5452.902
6.575,2,0.07544492,1,146.0444,1987,0,2,1,2612.599
15.35,1,0.035143025,9,124.373,2004,2,1,1,2093.941
6.985,2,0.13725257,10,183.7608,1987,0,2,1,2940.1729
10.8,0,0.04183101,8,186.6214,1987,0,2,1,2261.057
14.85,1,0.06096704,9,254.3698,2004,2,1,1,4566.0566
12.857645,2,0.07894322,0,152.7366,1985,1,2,3,1813.6392
14.85,2,0.05383756,0,120.8072,1997,2,0,1,4287.752
9.395,1,0.03992858,11,83.2908,1987,0,2,1,1258.362
13.5,3,0.021617996,6,179.6976,2007,1,1,1,1810.976
18.0,2,0.14349595,6,88.7514,2007,1,1,1,1062.6168
12.857645,2,0.15770195,10,158.7946,1985,1,2,3,5522.811
20.0,1,0.058719568,8,111.0544,2009,1,2,2,894.8352
20.35,1,0.14261818,13,123.2072,2007,1,1,1,1225.072
8.785,1,0.020573335,14,156.4656,2004,2,1,1,2162.5183
12.857645,1,0.030208465,8,35.4874,1985,1,2,3,1693.7952
7.1,1,0.11023479,6,171.708,2002,1,1,1,3115.944
14.85,1,0.09399129,0,140.9812,2007,1,1,1,3277.0676
11.3,4,0.06700183,5,259.1962,2009,1,2,2,5438.9204
20.25,2,0.076314904,4,196.7794,2002,1,1,1,2731.1116
12.857645,2,0.022403117,4,250.9092,1985,1,2,3,8217.304
12.857645,1,0.030944666,13,186.6582,1985,1,2,3,3715.164
5.48,1,0.02528802,5,83.325,1998,1,2,0,416.125
11.0,2,0.057058547,6,241.7512,1997,2,0,1,3635.268
14.1,1,0.0,4,231.9668,1999,1,0,1,1842.9344
12.857645,1,0.05486977,11,40.548,1985,2,0,0,39.948
6.61,2,0.029006239,13,186.0898,2004,2,1,1,2619.257
5.94,1,0.034880143,3,177.9344,2004,2,1,1,4460.86
7.975,0,0.014713909,0,83.125,2007,1,1,1,2579.975
12.65,1,0.047237247,11,112.5202,1997,2,0,1,787.6414
11.15,1,0.03230634,8,166.3526,1999,1,0,1,986.7156
6.825,1,0.100171566,8,262.7226,1998,1,2,0,264.3226
8.18,1,0.013130031,9,142.6154,1997,2,0,1,709.077
17.6,0,0.010096684,13,160.4552,2007,1,1,1,2599.2832
15.75,1,0.055015936,0,194.3452,1999,1,0,1,2740.4329
12.15,1,0.015460726,5,211.8928,1997,2,0,1,5890.9985
9.3,2,0.02346559,13,197.6084,1998,1,2,0,595.2252
13.5,2,0.017932223,13,78.796,2009,1,2,2,239.688
9.695,2,0.04742061,5,246.0144,2004,2,1,1,4165.2446
12.857645,2,0.06254732,0,88.383,1985,1,2,3,2067.309
20.5,2,0.112410046,6,192.2478,1997,2,0,1,3874.956
14.85,2,0.019511288,4,262.591,1997,2,0,1,4996.829
13.0,1,0.041789718,9,256.1014,1987,0,2,1,2550.014
7.075,1,0.022548195,5,95.7068,1987,0,2,1,583.2408
17.85,2,0.046599682,6,125.1388,2004,2,1,1,1981.4208
10.6,1,0.09506473,4,232.4642,1998,1,2,0,697.0926
9.695,2,0.02928308,3,175.137,2009,1,2,2,3705.177
12.65,1,0.042383067,9,108.0938,2009,1,2,2,1607.907
5.945,1,0.1557068,9,127.9652,1998,1,2,0,645.826
17.5,1,0.016767995,10,141.418,2002,1,1,1,1957.452
7.39,1,0.120961346,11,143.847,2007,1,1,1,4866.998
9.8,1,0.17862292,6,177.937,1998,1,2,0,176.437
11.8,2,0.02633607,3,40.6138,1987,0,2,1,406.138
8.895,3,0.12628753,7,235.5616,1998,1,2,0,468.7232
11.8,1,0.11350542,14,186.8924,1999,1,0,1,2961.4785
12.857645,2,0.094201475,10,213.356,1985,1,2,3,6817.792
17.25,2,0.12522447,2,41.248,1997,2,0,1,679.116
11.35,2,0.005561798,6,168.379,2007,1,1,1,3225.801
19.25,0,0.10198025,4,54.3956,2002,1,1,1,873.5296
19.7,2,0.081193715,0,198.411,2007,1,1,1,2553.343
14.0,1,0.024369007,9,40.2454,1999,1,0,1,922.7988
8.355,1,0.18861954,3,146.4418,2007,1,1,1,3089.9778
15.1,4,0.094037294,6,62.3194,1999,1,0,1,495.3552
12.1,1,0.030188505,3,77.367,2002,1,1,1,612.536
8.185,3,0.046578407,6,48.6692,2002,1,1,1,1182.4608
12.857645,2,0.2239853,14,186.2924,1985,2,0,0,555.2772
15.5,2,0.08576356,5,49.0692,1987,0,2,1,295.6152
14.0,2,0.105145454,5,144.2812,1997,2,0,1,4844.361
18.0,1,0.019382568,8,129.3994,2004,2,1,1,3340.9844
9.6,1,0.0,14,166.5158,1999,1,0,1,3509.432
12.857645,1,0.09300234,6,177.7712,1985,1,2,3,4921.5938
9.6,1,0.035549525,13,244.117,1987,0,2,1,5346.374
12.857645,1,0.05472064,5,107.8254,1985,1,2,3,2387.5588
16.7,2,0.052708138,5,114.7176,2007,1,1,1,2404.8696
9.3,1,0.08914415,3,144.9786,1999,1,0,1,1011.3502
8.1,1,0.12801185,6,210.9902,2004,2,1,1,6371.706
19.1,1,0.17827272,9,172.4422,2007,1,1,1,1551.9799
8.88,1,0.099024124,9,208.527,2009,1,2,2,3145.905
6.825,2,0.046898544,3,153.7998,2007,1,1,1,922.7988
11.5,2,0.041994624,5,194.782,2004,2,1,1,3475.476
7.075,1,0.022694623,5,98.8068,2007,1,1,1,2527.3767
20.7,1,0.039467797,9,151.7366,2007,1,1,1,604.5464
7.895,2,0.061270647,2,56.7588,1999,1,0,1,343.5528
6.86,1,0.03668616,9,229.601,2009,1,2,2,2526.711
9.6,2,0.014200671,13,187.1872,1987,0,2,1,3214.4824
12.1,1,0.07980627,9,172.1106,1997,2,0,1,3422.212
11.1,1,0.05979717,6,151.8366,1987,0,2,1,1057.9562
9.5,1,0.0,7,190.9872,2002,1,1,1,3025.3953
21.0,1,0.049381666,13,193.0478,1999,1,0,1,1549.9824
5.46,2,0.107057184,6,144.9786,1997,2,0,1,2022.7004
12.857645,2,0.10927431,6,225.3062,1985,2,0,0,677.1186
17.6,1,0.018889593,8,236.259,1987,0,2,1,4727.18
20.35,1,0.021369722,9,75.8328,2002,1,1,1,154.4656
7.39,1,0.09292715,9,249.5066,1999,1,0,1,4267.1123
12.857645,2,0.11313949,15,92.9804,1985,2,0,0,183.7608
9.195,2,0.117387064,13,160.2578,1987,0,2,1,4492.8184
17.1,1,0.03873023,9,166.2842,2004,2,1,1,4807.7417
13.0,2,0.030211741,3,59.322,2009,1,2,2,539.298
15.5,1,0.032924462,0,107.2938,1999,1,0,1,2143.876
8.695,1,0.12002254,9,94.8094,2009,1,2,2,1428.141
12.857645,2,0.037388492,13,107.8254,1985,1,2,3,1410.8302
7.5,3,0.09641326,9,55.3588,1997,2,0,1,1030.6584
7.485,1,0.0694053,13,112.1228,2009,1,2,2,1105.228
9.8,1,0.090649106,11,194.3478,2002,1,1,1,4649.9473
11.395,1,0.021649905,8,150.8708,2002,1,1,1,4363.6533
20.7,1,0.02689477,9,76.7354,2004,2,1,1,2482.7683
16.2,2,0.016679231,5,96.3726,1999,1,0,1,2740.4329
12.857645,2,0.00978492,15,225.9062,1985,2,0,0,451.4124
13.15,1,0.056429025,14,144.2812,1997,2,0,1,1282.3308
21.25,1,0.009998763,10,182.3608,1997,2,0,1,551.2824
13.15,1,0.020757927,1,84.3566,2002,1,1,1,761.0094
19.6,0,0.04137491,9,89.2514,2002,1,1,1,1416.8224
12.6,1,0.09675665,13,208.7612,2007,1,1,1,5226.53
12.8,2,0.079523616,4,181.7608,2007,1,1,1,4961.5415
7.285,1,0.0,4,155.1288,2007,1,1,1,1414.1592
13.1,1,0.012167988,11,190.253,2007,1,1,1,4174.566
8.63,2,0.0329764,13,114.6518,2002,1,1,1,2846.295
10.195,2,0.14749253,5,141.5838,2007,1,1,1,1685.8055
16.85,2,0.0,13,110.0544,1999,1,0,1,2572.6511
9.3,1,0.028566433,0,193.0136,1999,1,0,1,4860.34
15.85,2,0.11047921,5,36.7506,2009,1,2,2,531.3084
5.485,1,0.042838514,8,163.7842,2002,1,1,1,1657.842
18.25,1,0.012264903,6,162.8894,1987,0,2,1,3397.5774
12.6,1,0.09613237,13,208.9612,1987,0,2,1,4181.224
12.857645,0,0.16878013,14,197.8768,1985,2,0,0,197.0768
12.85,1,0.0991939,5,38.1164,2002,1,1,1,656.4788
6.13,1,0.07672139,4,59.4536,2004,2,1,1,2021.3688
12.857645,2,0.06173052,6,159.1578,1985,2,0,0,160.4578
5.655,1,0.1749345,14,145.0102,1987,0,2,1,1895.5326
11.1,1,0.0,9,119.1124,1997,2,0,1,1303.6364
11.6,2,0.009802791,13,223.0404,2009,1,2,2,1125.202
16.0,2,0.09942555,5,87.0856,1999,1,0,1,527.3136
12.15,1,0.062384658,15,34.6532,1999,1,0,1,719.064
6.55,2,0.034745306,1,158.8288,2009,1,2,2,4399.6064
9.6,1,0.035579134,13,244.417,1997,2,0,1,1944.136
19.1,1,0.06756954,9,43.0796,2009,1,2,2,619.194
14.0,2,0.029697925,4,143.0786,1987,0,2,1,3178.5293
14.85,2,0.03525037,6,160.9578,2004,2,1,1,2246.4092
4.92,0,0.04591679,0,198.8084,1987,0,2,1,2976.126
13.5,1,0.02154,6,182.4976,2002,1,1,1,1629.8784
15.7,2,0.027673054,3,169.279,2002,1,1,1,3735.138
8.97,1,0.09299703,9,55.2956,2004,2,1,1,873.5296
15.35,1,0.073283195,14,91.812,1997,2,0,1,1771.028
12.857645,2,0.04104932,3,41.2454,1985,1,2,3,1342.2528
12.857645,2,0.008525061,10,72.5038,1985,1,2,3,2512.7292
17.7,1,0.11720169,13,184.0266,2007,1,1,1,2397.546
6.36,1,0.005977465,9,163.3526,2004,2,1,1,2631.2417
12.857645,1,0.0,5,225.3062,1985,1,2,3,4288.418
12.857645,1,0.15752812,4,142.9154,1985,2,0,0,141.8154
8.235,1,0.08242785,0,149.3076,1997,2,0,1,2808.3445
12.35,1,0.041802518,8,34.8216,1999,1,0,1,311.5944
18.0,1,0.015450376,8,158.9604,1997,2,0,1,1584.604
20.0,1,0.057527546,0,43.1086,1998,1,2,0,89.2172
6.055,1,0.025512207,6,159.692,2009,1,2,2,5592.72
6.63,4,0.1741108,0,166.85,1998,1,2,0,499.35
12.857645,1,0.17536233,0,158.9604,1985,1,2,3,4436.891
8.3,2,0.038367193,4,87.1198,2009,1,2,2,959.4178
20.25,2,0.014781046,4,193.8162,1987,0,2,1,3463.4917
8.6,2,0.040268045,3,191.453,1999,1,0,1,1707.777
19.5,1,0.014355033,9,55.4614,2007,1,1,1,552.614
5.095,2,0.1297663,13,141.6838,2002,1,1,1,3231.1274
11.0,1,0.008997141,10,119.9756,2007,1,1,1,1938.8096
18.25,1,0.07784544,13,260.5962,1999,1,0,1,3884.943
20.0,1,0.0,0,43.4086,2009,1,2,2,401.4774
12.857645,1,0.074265815,4,109.5228,1985,1,2,3,3757.7751
12.857645,2,0.10242249,6,131.4968,1985,1,2,3,1565.9615
7.5,1,0.032811504,5,239.6906,2007,1,1,1,2614.5967
7.22,2,0.038477324,0,62.951,2009,1,2,2,1138.518
12.0,2,0.020411154,10,98.6042,1997,2,0,1,1091.2462
12.15,2,0.04255242,3,123.5046,2007,1,1,1,1743.0645
11.6,2,0.009818244,13,223.1404,2007,1,1,1,5175.929
8.315,2,0.035572182,0,144.4444,1997,2,0,1,2902.888
12.15,2,0.04274788,10,183.695,1999,1,0,1,2929.52
5.905,1,0.04572322,3,222.1456,1999,1,0,1,5747.1855
8.575,1,0.023934398,14,105.828,2002,1,1,1,958.752
17.35,2,0.14652736,12,147.905,1999,1,0,1,2247.075
18.6,1,0.012651172,9,123.1414,2004,2,1,1,2314.9866
12.857645,1,0.10750729,9,34.8558,1985,1,2,3,441.4254
15.1,2,0.09629533,10,133.4942,2002,1,1,1,1457.4362
12.857645,1,0.0,15,167.5158,1985,1,2,3,4345.0107
7.825,1,0.07961355,10,65.0826,2004,2,1,1,1162.4868
9.17,1,0.10339831,0,143.947,2009,1,2,2,2576.646
20.7,2,0.1676723,6,124.2388,1998,1,2,0,247.6776
12.1,1,0.020551458,13,146.6734,1987,0,2,1,2227.101
13.65,2,0.025961116,13,80.4302,1999,1,0,1,316.9208
8.38,2,0.04696024,0,111.857,1999,1,0,1,2966.139
19.75,1,0.041533437,6,119.8466,2009,1,2,2,2239.0854
8.67,1,0.06543658,14,142.9128,1997,2,0,1,2013.3792
15.6,1,0.08126841,0,110.2544,2002,1,1,1,1789.6704
12.35,2,0.07268982,4,48.7692,2009,1,2,2,788.3072
17.7,1,0.11672368,13,182.4266,1999,1,0,1,5163.945
12.5,2,0.07403542,3,87.9198,2009,1,2,2,1133.8574
20.2,2,0.059751637,6,129.1678,1987,0,2,1,1017.3424
13.15,1,0.09285496,9,158.7604,2002,1,1,1,3010.7476
12.857645,2,0.0,5,230.0668,1985,2,0,0,691.1004
12.857645,1,0.04460638,13,174.2054,1985,1,2,3,4377.635
10.85,1,0.1621076,13,106.3622,1987,0,2,1,2117.244
12.857645,1,0.0,8,37.3506,1985,1,2,3,1024.6663
17.7,1,0.030060895,13,166.4816,2009,1,2,2,2013.3792
14.35,1,0.08105001,0,79.196,2007,1,1,1,1278.336
20.0,2,0.05178376,5,125.8678,2007,1,1,1,3433.5305
12.3,1,0.0,0,37.2874,1987,0,2,1,705.748
10.3,2,0.024998007,0,174.4422,2009,1,2,2,3448.844
15.6,2,0.10520845,13,170.5764,1987,0,2,1,4466.1865
9.8,2,0.14118382,0,50.5008,2009,1,2,2,253.004
11.1,1,0.13569283,13,220.0482,2009,1,2,2,2628.5784
12.857645,1,0.11634709,5,76.867,1985,1,2,3,2526.711
11.8,1,0.12150063,6,46.8402,1987,0,2,1,413.4618
7.72,2,0.08886449,6,119.3466,2007,1,1,1,3064.0117
12.857645,1,0.070912845,5,121.5098,1985,1,2,3,2410.196
19.6,2,0.041571558,5,49.9376,1997,2,0,1,623.1888
6.425,1,0.0934549,6,175.3712,1997,2,0,1,2988.1104
20.85,1,0.021329792,6,105.5306,1997,2,0,1,940.7754
18.0,1,0.07929947,9,170.5422,1998,1,2,0,344.8844
7.05,1,0.085138336,13,108.6912,2002,1,1,1,1310.2944
16.25,1,0.08717514,4,98.341,1997,2,0,1,1351.574
20.7,1,0.0932145,4,74.667,2007,1,1,1,2143.876
5.44,1,0.025458716,4,241.2538,1987,0,2,1,3124.5994
20.5,1,0.032741424,9,40.4822,1987,0,2,1,589.233
12.35,2,0.03856028,6,109.857,1999,1,0,1,1208.427
12.857645,1,0.13054457,5,248.046,1985,1,2,3,7883.072
4.61,1,0.12262912,7,175.4396,2004,2,1,1,2616.594
8.275,1,0.110913604,9,106.3306,2007,1,1,1,1254.3672
12.857645,1,0.12163559,6,175.4738,1985,1,2,3,2954.1545
8.27,2,0.12844905,14,186.5924,2009,1,2,2,4442.218
7.905,1,0.055098433,5,109.2254,2002,1,1,1,976.7286
16.2,1,0.0,8,182.1608,1999,1,0,1,3123.9336
12.857645,0,0.0,6,258.3988,1985,2,0,0,256.9988
13.6,1,0.010013429,9,176.437,2002,1,1,1,4587.362
9.395,1,0.040187877,11,85.6908,2007,1,1,1,1593.9252
7.35,4,0.024044279,6,241.0512,1998,1,2,0,242.3512
15.35,1,0.014007727,5,38.319,1987,0,2,1,292.952
14.5,2,0.041214745,3,42.0454,1987,0,2,1,629.181
12.6,2,0.031663213,0,173.2764,2009,1,2,2,1030.6584
10.8,2,0.0,0,39.3138,1987,0,2,1,1015.345
18.85,1,0.04271616,3,257.833,1999,1,0,1,3332.329
12.15,1,0.06479182,11,254.004,2002,1,1,1,2277.036
11.6,2,0.009761175,13,226.9404,2004,2,1,1,1800.3232
15.3,1,0.02295878,9,101.6332,1987,0,2,1,1845.5977
20.35,2,0.030927632,4,256.8672,1997,2,0,1,3579.3408
14.5,1,0.103752814,4,155.1998,1998,1,2,0,307.5996
6.89,2,0.1364284,13,193.982,1997,2,0,1,1737.738
14.6,2,0.07190426,6,106.8254,1998,1,2,0,108.5254
16.85,4,0.026627857,3,93.712,2009,1,2,2,745.696
8.93,1,0.028393624,4,153.434,1987,0,2,1,1378.206
8.31,2,0.1163317,13,176.9028,2007,1,1,1,3010.7476
19.0,1,0.11289341,13,131.0626,1998,1,2,0,524.6504
12.857645,2,0.017937483,10,103.499,1985,1,2,3,1547.985
12.857645,2,0.1644389,5,188.4214,1985,2,0,0,376.8428
5.19,2,0.04425262,10,102.599,1997,2,0,1,1651.184
17.0,1,0.12006027,5,246.5434,2007,1,1,1,4470.181
11.65,2,0.010909704,10,110.8544,1987,0,2,1,1677.816
20.25,1,0.059055045,9,247.346,2002,1,1,1,1970.768
10.0,1,0.14922306,8,145.8102,1998,1,2,0,874.8612
12.857645,2,0.08440427,4,49.5376,1985,2,0,0,143.8128
11.1,2,0.054079555,6,165.9526,2007,1,1,1,2631.2417
11.8,4,0.057655495,10,152.6366,2009,1,2,2,1662.5026
9.695,2,0.030413777,13,221.3114,2009,1,2,2,2217.114
13.65,1,0.0494969,6,151.505,2007,1,1,1,2846.295
17.75,2,0.029653914,6,140.5838,1997,2,0,1,2669.1921
11.3,1,0.047912072,9,179.866,2009,1,2,2,1258.362
12.857645,1,0.06661132,13,178.237,1985,1,2,3,3705.177
19.35,1,0.016611475,5,122.0098,1997,2,0,1,2651.2156
6.905,2,0.03822479,4,99.8726,2002,1,1,1,587.2356
13.5,2,0.12901649,15,98.4068,1999,1,0,1,1846.9292
16.85,2,0.080141164,13,111.4544,2007,1,1,1,2013.3792
20.6,2,0.0480335,6,188.2556,2002,1,1,1,3755.112
6.175,2,0.17935589,10,94.1752,1999,1,0,1,575.2512
18.5,2,0.06251053,5,146.8418,2009,1,2,2,2059.985
13.35,1,0.038519397,13,236.8564,2004,2,1,1,5005.4844
12.857645,1,0.04782714,9,105.3622,1985,1,2,3,3387.5903
8.115,2,0.032208864,3,154.9972,1999,1,0,1,3739.1328
15.85,1,0.078874946,3,37.4506,2009,1,2,2,303.6048
12.857645,2,0.09727578,1,223.9088,1985,2,0,0,223.7088
16.35,1,0.020664178,6,50.8324,2007,1,1,1,1298.31
21.35,1,0.078060605,6,96.0094,2009,1,2,2,380.8376
12.15,1,0.13171418,5,245.846,2009,1,2,2,4434.228
16.6,1,0.13594425,7,172.0422,1999,1,0,1,2586.633
11.6,2,0.07747893,5,170.3106,2009,1,2,2,4277.765
20.6,2,0.046114016,13,178.2344,2002,1,1,1,1070.6064
12.857645,2,0.16103084,3,251.2408,1985,2,0,0,1001.3632
20.1,2,0.054455496,5,149.5366,1997,2,0,1,2871.5955
13.65,2,0.0,4,186.024,2009,1,2,2,4287.752
13.3,1,0.080257684,4,232.63,2007,1,1,1,1864.24
12.857645,1,0.059037536,9,237.7248,1985,1,2,3,2607.2727
12.857645,0,0.09491634,14,172.3106,1985,1,2,3,4277.765
16.35,1,0.034393057,6,50.8324,1998,1,2,0,155.7972
5.32,1,0.093261674,8,100.9674,2009,1,2,2,1222.4088
15.0,2,0.16143544,3,185.1266,1997,2,0,1,2766.399
8.27,2,0.08947966,13,148.6708,1987,0,2,1,2106.5913
12.857645,1,0.008722342,6,123.5414,1985,1,2,3,4508.132
13.1,1,0.020988798,4,117.7782,2007,1,1,1,1191.782
12.5,1,0.08126097,10,221.7798,1999,1,0,1,3085.3171
19.1,1,0.04530813,4,42.5138,1997,2,0,1,649.8208
11.3,1,0.06705851,9,194.0478,2007,1,1,1,3293.7126
13.65,1,0.035930783,13,184.4924,1987,0,2,1,9069.527
12.857645,3,0.018813776,8,235.259,1985,1,2,3,5672.616
12.857645,1,0.03209999,8,164.1526,1985,1,2,3,2960.1467
18.85,2,0.06823032,4,121.044,2009,1,2,2,1557.972
5.59,2,0.056592114,13,65.0168,2004,2,1,1,447.4176
18.6,1,0.012643035,9,119.8414,1987,0,2,1,365.5242
9.31,1,0.063529044,5,63.751,1998,1,2,0,126.502
6.17,1,0.010630949,10,65.9826,1997,2,0,1,1162.4868
5.175,2,0.029490378,13,107.6622,2004,2,1,1,2858.2793
12.857645,1,0.1299837,9,93.0462,1985,2,0,0,185.0924
19.2,2,0.09430093,5,187.5214,2009,1,2,2,1695.7926
12.85,2,0.1520012,6,252.3382,1987,0,2,1,6056.1167
16.25,1,0.03911359,9,116.0176,1987,0,2,1,1488.7288
6.13,1,0.02848169,9,110.4912,2007,1,1,1,1310.2944
12.3,1,0.05271592,9,189.653,2009,1,2,2,569.259
12.857645,1,0.18249351,8,258.8278,1985,2,0,0,1041.3112
10.1,1,0.050562855,8,153.3656,1998,1,2,0,463.3968
11.15,1,0.07366703,11,66.2142,2009,1,2,2,131.8284
19.35,1,0.03322326,10,172.0738,2009,1,2,2,3301.7021
17.25,1,0.03739649,14,165.6526,2007,1,1,1,1808.9786
19.85,1,0.054015428,12,196.3768,2004,2,1,1,4138.613
9.5,2,0.02210346,10,194.7452,2002,1,1,1,1370.2164
9.395,1,0.099274695,13,104.528,1999,1,0,1,852.224
4.59,1,0.070721656,14,113.286,1987,0,2,1,1471.418
5.98,1,0.043554615,6,148.2418,2004,2,1,1,2354.2688
6.46,2,0.04923932,6,144.4102,1999,1,0,1,4374.306
7.02,1,0.08114883,6,146.8734,2004,2,1,1,3563.3616
8.52,1,0.027054245,14,151.5682,2004,2,1,1,3506.7686
12.6,2,0.0367731,6,250.3092,1998,1,2,0,249.0092
5.94,2,0.04916332,1,186.4556,1998,1,2,0,563.2668
16.25,1,0.07816874,3,91.3804,1997,2,0,1,1653.8472
10.695,1,0.05337973,5,56.7904,1999,1,0,1,1113.2177
5.88,2,0.030418998,5,103.099,2007,1,1,1,1341.587
9.3,0,0.111673586,1,65.7826,2009,1,2,2,968.739
19.5,2,0.02734153,3,158.292,2004,2,1,1,3994.8
5.82,2,0.077634044,6,256.433,2009,1,2,2,3844.995
8.68,1,0.008835694,5,96.5384,1997,2,0,1,1182.4608
15.7,1,0.05599029,8,153.2024,1997,2,0,1,3795.06
12.857645,2,0.00799548,5,78.5618,1985,1,2,3,2255.7305
12.8,1,0.076369874,6,97.241,2009,1,2,2,1448.115
15.1,1,0.09535106,0,158.6604,2002,1,1,1,2535.3665
7.31,1,0.02678387,13,108.157,2004,2,1,1,1098.57
12.857645,1,0.01520491,13,197.2084,1985,1,2,3,4166.576
12.35,1,0.099757835,6,113.9518,1997,2,0,1,910.8144
16.6,0,0.0,3,117.3124,1987,0,2,1,2014.7108
14.35,2,0.09089645,5,231.2984,2004,2,1,1,6024.158
7.075,1,0.02260206,5,98.1068,1999,1,0,1,1458.102
18.25,1,0.044250306,7,174.708,1997,2,0,1,2423.512
13.1,1,0.07588592,4,165.1158,2009,1,2,2,1504.0422
7.68,1,0.15317795,8,85.2224,2009,1,2,2,1278.336
19.7,2,0.0,0,197.911,2002,1,1,1,1767.699
8.52,1,0.027114239,14,151.9682,2002,1,1,1,1677.1501
17.75,2,0.049634572,6,140.2838,1998,1,2,0,280.9676
12.857645,4,0.0,13,112.2544,1985,1,2,3,3914.904
5.785,2,0.040587146,13,180.366,2007,1,1,1,1258.362
5.945,0,0.093008615,9,127.8652,2004,2,1,1,2195.8083
18.25,2,0.17179433,4,154.663,2007,1,1,1,2659.871
8.68,1,0.008828341,5,99.9384,1987,0,2,1,689.7688
11.65,0,0.033858187,12,113.386,1997,2,0,1,2603.278
19.25,4,0.03484109,3,141.1496,2009,1,2,2,282.2992
16.2,1,0.08425957,9,192.3162,1998,1,2,0,769.6648
13.0,2,0.08344438,3,195.8426,1987,0,2,1,4152.5947
17.75,3,0.030497326,4,256.9672,2002,1,1,1,1534.0032
12.15,1,0.13117981,5,245.246,1997,2,0,1,3202.498
6.32,1,0.012737719,10,38.5822,1999,1,0,1,353.5398
17.25,2,0.15916532,6,63.4194,2004,2,1,1,1547.985
7.72,1,0.122015744,6,121.744,2009,1,2,2,2277.036
18.85,2,0.06809132,4,120.644,2002,1,1,1,3475.476
19.7,1,0.06731407,13,175.137,2007,1,1,1,2822.992
14.5,2,0.04124907,3,40.5454,1997,2,0,1,1216.4166
17.7,1,0.17434047,6,116.6834,2004,2,1,1,3570.6853
15.7,2,0.11454343,3,113.7202,2004,2,1,1,3263.0857
9.695,1,0.029693278,13,159.792,2009,1,2,2,2716.464
11.8,2,0.107057184,4,224.1772,1997,2,0,1,3558.0352
12.857645,1,0.009921107,0,183.6924,1985,2,0,0,555.2772
12.857645,1,0.031583052,9,260.991,1985,1,2,3,7100.757
15.2,1,0.09704374,8,116.8492,2004,2,1,1,2664.5315
8.77,4,0.046762634,6,170.8422,2004,2,1,1,1724.422
19.7,1,0.06490949,3,88.5198,2004,2,1,1,1308.297
10.5,0,0.011305479,9,235.5248,1999,1,0,1,4740.496
15.1,2,0.0,6,146.2786,1998,1,2,0,433.4358
5.405,2,0.05357666,3,200.5742,1987,0,2,1,2388.8904
20.35,2,0.15094773,10,81.0276,1987,0,2,1,1868.2347
12.857645,3,0.10818157,4,149.605,1985,2,0,0,449.415
5.785,2,0.038749535,6,262.0252,2004,2,1,1,4459.5283
11.8,1,0.11379088,14,185.3924,2009,1,2,2,370.1848
12.857645,1,0.06531303,5,47.1402,1985,1,2,3,1516.0266
12.5,1,0.0,15,127.102,2007,1,1,1,253.004
6.11,2,0.15281352,14,45.6086,2007,1,1,1,1025.9978
7.105,1,0.044771474,9,58.2562,1987,0,2,1,592.562
8.5,1,0.09808323,3,50.3324,2002,1,1,1,675.1212
16.7,2,0.06121901,0,100.0384,2007,1,1,1,1970.768
17.1,2,0.047073323,3,138.6838,2007,1,1,1,2950.16
8.325,1,0.029953314,6,39.5138,2007,1,1,1,568.5932
15.85,1,0.0,13,55.1956,1987,0,2,1,1255.6989
12.857645,1,0.040520754,11,153.934,1985,2,0,0,153.134
12.857645,1,0.052554507,13,190.3504,1985,1,2,3,1917.504
12.15,1,0.018514652,5,252.7698,2007,1,1,1,5834.4053
15.85,1,0.07871426,3,37.2506,2002,1,1,1,493.3578
17.1,1,0.0541973,1,83.5566,2004,2,1,1,1860.2452
15.5,1,0.10344227,13,144.847,1997,2,0,1,2433.499
14.15,0,0.09536019,14,172.3106,2004,2,1,1,3251.1013
12.857645,3,0.053031858,3,149.1734,1985,1,2,3,4454.202
